Beds,Confirmed,Date,Deaths,ICU,People_Tested,Region,TestPositivity,Ventilator
,0.0,2020-03-17,0.0,,0.0,Chicago,,
,0.0,2020-03-17,0.0,,0.0,Suburban Cook,,
,0.0,2020-03-17,0.0,,0.0,Adams,,
,0.0,2020-03-17,0.0,,0.0,Alexander,,
,0.0,2020-03-17,0.0,,0.0,Bond,,
,0.0,2020-03-17,0.0,,0.0,Boone,,
,0.0,2020-03-17,0.0,,0.0,Brown,,
,0.0,2020-03-17,0.0,,0.0,Bureau,,
,0.0,2020-03-17,0.0,,0.0,Calhoun,,
,0.0,2020-03-17,0.0,,0.0,Carroll,,
,0.0,2020-03-17,0.0,,0.0,Cass,,
,1.0,2020-03-17,0.0,,0.0,Champaign,,
,0.0,2020-03-17,0.0,,0.0,Christian,,
,0.0,2020-03-17,0.0,,0.0,Clark,,
,0.0,2020-03-17,0.0,,0.0,Clay,,
,0.0,2020-03-17,0.0,,0.0,Kendall,,
,0.0,2020-03-17,0.0,,0.0,Coles,,
,107.0,2020-03-17,1.0,,0.0,Cook,,
,0.0,2020-03-17,0.0,,0.0,Crawford,,
,1.0,2020-03-17,0.0,,0.0,Cumberland,,
,0.0,2020-03-17,0.0,,0.0,DeKalb,,
,0.0,2020-03-17,0.0,,0.0,De Witt,,
,26.0,2020-03-17,0.0,,0.0,DuPage,,
,0.0,2020-03-17,0.0,,0.0,Knox,,
,0.0,2020-03-17,0.0,,0.0,Macon,,
,0.0,2020-03-17,0.0,,0.0,LaSalle,,
,0.0,2020-03-17,0.0,,0.0,Randolph,,
,0.0,2020-03-17,0.0,,0.0,Richland,,
,0.0,2020-03-17,0.0,,0.0,Rock Island,,
,2.0,2020-03-17,0.0,,0.0,St. Clair,,
,0.0,2020-03-17,0.0,,0.0,Saline,,
,3.0,2020-03-17,0.0,,0.0,Sangamon,,
,0.0,2020-03-17,0.0,,0.0,Schuyler,,
,0.0,2020-03-17,0.0,,0.0,Scott,,
,0.0,2020-03-17,0.0,,0.0,Shelby,,
,0.0,2020-03-17,0.0,,0.0,Stark,,
,0.0,2020-03-17,0.0,,0.0,Putnam,,
,0.0,2020-03-17,0.0,,0.0,Stephenson,,
,0.0,2020-03-17,0.0,,0.0,Union,,
,0.0,2020-03-17,0.0,,0.0,Vermilion,,
,0.0,2020-03-17,0.0,,0.0,Wabash,,
,0.0,2020-03-17,0.0,,0.0,Warren,,
,0.0,2020-03-17,0.0,,0.0,Washington,,
,0.0,2020-03-17,0.0,,0.0,Wayne,,
,0.0,2020-03-17,0.0,,0.0,White,,
,1.0,2020-03-17,0.0,,0.0,Whiteside,,
,2.0,2020-03-17,0.0,,0.0,Will,,
,0.0,2020-03-17,0.0,,0.0,Williamson,,
,0.0,2020-03-17,0.0,,0.0,Tazewell,,
,0.0,2020-03-17,0.0,,0.0,Pulaski,,
,0.0,2020-03-17,0.0,,0.0,Pope,,
,0.0,2020-03-17,0.0,,0.0,Pike,,
,0.0,2020-03-17,0.0,,0.0,Lawrence,,
,0.0,2020-03-17,0.0,,0.0,Lee,,
,0.0,2020-03-17,0.0,,0.0,Livingston,,
,0.0,2020-03-17,0.0,,0.0,Logan,,
,0.0,2020-03-17,0.0,,0.0,McDonough,,
,2.0,2020-03-17,0.0,,0.0,McHenry,,
,0.0,2020-03-17,0.0,,0.0,McLean,,
,1.0,2020-03-17,0.0,,0.0,Winnebago,,
,0.0,2020-03-17,0.0,,0.0,Madison,,
,0.0,2020-03-17,0.0,,0.0,Marion,,
,0.0,2020-03-17,0.0,,0.0,Marshall,,
,0.0,2020-03-17,0.0,,0.0,Mason,,
,0.0,2020-03-17,0.0,,0.0,Massac,,
,0.0,2020-03-17,0.0,,0.0,Menard,,
,0.0,2020-03-17,0.0,,0.0,Mercer,,
,0.0,2020-03-17,0.0,,0.0,Monroe,,
,0.0,2020-03-17,0.0,,0.0,Montgomery,,
,0.0,2020-03-17,0.0,,0.0,Morgan,,
,0.0,2020-03-17,0.0,,0.0,Moultrie,,
,0.0,2020-03-17,0.0,,0.0,Ogle,,
,1.0,2020-03-17,0.0,,0.0,Peoria,,
,0.0,2020-03-17,0.0,,0.0,Perry,,
,0.0,2020-03-17,0.0,,0.0,Piatt,,
,7.0,2020-03-17,0.0,,0.0,Lake,,
,0.0,2020-03-17,0.0,,0.0,Macoupin,,
,1.0,2020-03-17,0.0,,0.0,Woodford,,
,,2020-03-17,,,,Region: Southern,0.1765,
,,2020-03-17,,,,Region: Northeast,0.1718,
,0.0,2020-03-18,0.0,,0.0,Jasper,,
,0.0,2020-03-18,0.0,,0.0,Macoupin,,
,1.0,2020-03-18,0.0,,0.0,Madison,,
,0.0,2020-03-18,0.0,,0.0,Marion,,
,0.0,2020-03-18,0.0,,0.0,Marshall,,
,0.0,2020-03-18,0.0,,0.0,Mason,,
,0.0,2020-03-18,0.0,,0.0,Massac,,
,0.0,2020-03-18,0.0,,0.0,Menard,,
,0.0,2020-03-18,0.0,,0.0,Mercer,,
,0.0,2020-03-18,0.0,,0.0,Monroe,,
,0.0,2020-03-18,0.0,,0.0,Montgomery,,
,0.0,2020-03-18,0.0,,0.0,Moultrie,,
,0.0,2020-03-18,0.0,,0.0,Ogle,,
,0.0,2020-03-18,0.0,,0.0,Macon,,
,0.0,2020-03-18,0.0,,0.0,McLean,,
,0.0,2020-03-18,0.0,,0.0,McDonough,,
,3.0,2020-03-18,0.0,,0.0,Peoria,,
,0.0,2020-03-18,0.0,,0.0,Logan,,
,0.0,2020-03-18,0.0,,0.0,Livingston,,
,0.0,2020-03-18,0.0,,0.0,Lee,,
,0.0,2020-03-18,0.0,,0.0,Lawrence,,
,0.0,2020-03-18,0.0,,0.0,LaSalle,,
,18.0,2020-03-18,0.0,,0.0,Lake,,
,0.0,2020-03-18,0.0,,0.0,Knox,,
,2.0,2020-03-18,0.0,,0.0,Kendall,,
,0.0,2020-03-18,0.0,,0.0,Kankakee,,
,4.0,2020-03-18,0.0,,0.0,Kane,,
,0.0,2020-03-18,0.0,,0.0,Johnson,,
,0.0,2020-03-18,0.0,,0.0,Jo Daviess,,
,0.0,2020-03-18,0.0,,0.0,Jersey,,
,4.0,2020-03-18,0.0,,0.0,McHenry,,
,0.0,2020-03-18,0.0,,0.0,Perry,,
,0.0,2020-03-18,0.0,,0.0,Pike,,
,0.0,2020-03-18,0.0,,0.0,Jefferson,,
,,2020-03-18,,,,Region: Southern,0.0698,
,,2020-03-18,,,,Region: North Central,0.0625,
,,2020-03-18,,,,Region: Northeast,0.11,
,1.0,2020-03-18,0.0,,0.0,Woodford,,
,1.0,2020-03-18,0.0,,0.0,Winnebago,,
,0.0,2020-03-18,0.0,,0.0,Williamson,,
,3.0,2020-03-18,0.0,,0.0,Will,,
,1.0,2020-03-18,0.0,,0.0,Whiteside,,
,0.0,2020-03-18,0.0,,0.0,White,,
,0.0,2020-03-18,0.0,,0.0,Wayne,,
,0.0,2020-03-18,0.0,,0.0,Washington,,
,0.0,2020-03-18,0.0,,0.0,Warren,,
,0.0,2020-03-18,0.0,,0.0,Wabash,,
,0.0,2020-03-18,0.0,,0.0,Vermilion,,
,0.0,2020-03-18,0.0,,0.0,Piatt,,
,0.0,2020-03-18,0.0,,0.0,Union,,
,0.0,2020-03-18,0.0,,0.0,Stephenson,,
,0.0,2020-03-18,0.0,,0.0,Stark,,
,0.0,2020-03-18,0.0,,0.0,Shelby,,
,0.0,2020-03-18,0.0,,0.0,Scott,,
,0.0,2020-03-18,0.0,,0.0,Schuyler,,
,3.0,2020-03-18,0.0,,0.0,Sangamon,,
,0.0,2020-03-18,0.0,,0.0,Saline,,
,3.0,2020-03-18,0.0,,0.0,St. Clair,,
,0.0,2020-03-18,0.0,,0.0,Rock Island,,
,0.0,2020-03-18,0.0,,0.0,Richland,,
,0.0,2020-03-18,0.0,,0.0,Randolph,,
,0.0,2020-03-18,0.0,,0.0,Putnam,,
,0.0,2020-03-18,0.0,,0.0,Pulaski,,
,0.0,2020-03-18,0.0,,0.0,Pope,,
,0.0,2020-03-18,0.0,,0.0,Tazewell,,
,0.0,2020-03-18,0.0,,0.0,Jackson,,
,0.0,2020-03-18,0.0,,0.0,Morgan,,
,0.0,2020-03-18,0.0,,0.0,Henry,,
,0.0,2020-03-18,0.0,,0.0,Coles,,
,0.0,2020-03-18,0.0,,0.0,Clay,,
,0.0,2020-03-18,0.0,,0.0,Clark,,
,0.0,2020-03-18,0.0,,0.0,Christian,,
,1.0,2020-03-18,0.0,,0.0,Champaign,,
,0.0,2020-03-18,0.0,,0.0,Cass,,
,0.0,2020-03-18,0.0,,0.0,Iroquois,,
,0.0,2020-03-18,0.0,,0.0,Carroll,,
,178.0,2020-03-18,1.0,,0.0,Cook,,
,0.0,2020-03-18,0.0,,0.0,Calhoun,,
,0.0,2020-03-18,0.0,,0.0,Brown,,
,0.0,2020-03-18,0.0,,0.0,Boone,,
,0.0,2020-03-18,0.0,,0.0,Bond,,
,0.0,2020-03-18,0.0,,0.0,Alexander,,
,0.0,2020-03-18,0.0,,0.0,Adams,,
,0.0,2020-03-18,0.0,,0.0,Suburban Cook,,
,0.0,2020-03-18,0.0,,0.0,Chicago,,
,288.0,2020-03-18,1.0,,0.0,Illinois,,
,0.0,2020-03-18,0.0,,0.0,Bureau,,
,0.0,2020-03-18,0.0,,0.0,Crawford,,
,3.0,2020-03-18,0.0,,0.0,Clinton,,
,0.0,2020-03-18,0.0,,0.0,DeKalb,,
,0.0,2020-03-18,0.0,,0.0,Henderson,,
,0.0,2020-03-18,0.0,,0.0,Hardin,,
,0.0,2020-03-18,0.0,,0.0,Hancock,,
,0.0,2020-03-18,0.0,,0.0,Hamilton,,
,0.0,2020-03-18,0.0,,0.0,Grundy,,
,1.0,2020-03-18,0.0,,0.0,Cumberland,,
,0.0,2020-03-18,0.0,,0.0,Gallatin,,
,0.0,2020-03-18,0.0,,0.0,Fulton,,
,0.0,2020-03-18,0.0,,0.0,Franklin,,
,0.0,2020-03-18,0.0,,0.0,Greene,,
,0.0,2020-03-18,0.0,,0.0,Fayette,,
,0.0,2020-03-18,0.0,,0.0,Effingham,,
,0.0,2020-03-18,0.0,,0.0,Edwards,,
,0.0,2020-03-18,0.0,,0.0,Edgar,,
,45.0,2020-03-18,0.0,,0.0,DuPage,,
,0.0,2020-03-18,0.0,,0.0,Douglas,,
,0.0,2020-03-18,0.0,,0.0,De Witt,,
,0.0,2020-03-18,0.0,,0.0,Ford,,
,0.0,2020-03-19,0.0,,0.0,Jo Daviess,,
,0.0,2020-03-19,0.0,,0.0,Henry,,
,0.0,2020-03-19,0.0,,0.0,Iroquois,,
,1.0,2020-03-19,0.0,,0.0,Jackson,,
,0.0,2020-03-19,0.0,,0.0,Jasper,,
,0.0,2020-03-19,0.0,,0.0,Jefferson,,
,0.0,2020-03-19,0.0,,0.0,Jersey,,
,0.0,2020-03-19,0.0,,0.0,Johnson,,
,0.0,2020-03-19,0.0,,0.0,Knox,,
,0.0,2020-03-19,0.0,,0.0,Pope,,
,0.0,2020-03-19,0.0,,0.0,Pulaski,,
,0.0,2020-03-19,0.0,,0.0,Putnam,,
,0.0,2020-03-19,0.0,,0.0,Randolph,,
,0.0,2020-03-19,0.0,,0.0,Richland,,
,1.0,2020-03-19,0.0,,0.0,Kankakee,,
,1.0,2020-03-19,0.0,,0.0,Kendall,,
,0.0,2020-03-19,0.0,,0.0,Henderson,,
,37.0,2020-03-19,0.0,,0.0,Lake,,
,6.0,2020-03-19,0.0,,0.0,Kane,,
,0.0,2020-03-19,0.0,,0.0,Hardin,,
,0.0,2020-03-19,0.0,,0.0,Coles,,
,0.0,2020-03-19,0.0,,0.0,Hamilton,,
,0.0,2020-03-19,0.0,,0.0,Clay,,
,3.0,2020-03-19,0.0,,0.0,Clinton,,
,1.0,2020-03-19,0.0,,0.0,LaSalle,,
,278.0,2020-03-19,2.0,,0.0,Cook,,
,0.0,2020-03-19,0.0,,0.0,Crawford,,
,1.0,2020-03-19,0.0,,0.0,Cumberland,,
,0.0,2020-03-19,0.0,,0.0,DeKalb,,
,0.0,2020-03-19,0.0,,0.0,De Witt,,
,0.0,2020-03-19,0.0,,0.0,Douglas,,
,0.0,2020-03-19,0.0,,0.0,Hancock,,
,54.0,2020-03-19,0.0,,0.0,DuPage,,
,0.0,2020-03-19,0.0,,0.0,Edwards,,
,0.0,2020-03-19,0.0,,0.0,Effingham,,
,0.0,2020-03-19,0.0,,0.0,Fayette,,
,0.0,2020-03-19,0.0,,0.0,Ford,,
,0.0,2020-03-19,0.0,,0.0,Franklin,,
,0.0,2020-03-19,0.0,,0.0,Fulton,,
,0.0,2020-03-19,0.0,,0.0,Gallatin,,
,0.0,2020-03-19,0.0,,0.0,Greene,,
,0.0,2020-03-19,0.0,,0.0,Grundy,,
,0.0,2020-03-19,0.0,,0.0,Edgar,,
,0.0,2020-03-19,0.0,,0.0,Lawrence,,
,0.0,2020-03-19,0.0,,0.0,Ogle,,
,0.0,2020-03-19,0.0,,0.0,Livingston,,
,0.0,2020-03-19,0.0,,0.0,Scott,,
,0.0,2020-03-19,0.0,,0.0,Shelby,,
,0.0,2020-03-19,0.0,,0.0,Stark,,
,0.0,2020-03-19,0.0,,0.0,Stephenson,,
,0.0,2020-03-19,0.0,,0.0,Tazewell,,
,0.0,2020-03-19,0.0,,0.0,Union,,
,0.0,2020-03-19,0.0,,0.0,Vermilion,,
,0.0,2020-03-19,0.0,,0.0,Wabash,,
,0.0,2020-03-19,0.0,,0.0,Warren,,
,1.0,2020-03-19,0.0,,0.0,Washington,,
,0.0,2020-03-19,0.0,,0.0,Wayne,,
,0.0,2020-03-19,0.0,,0.0,White,,
,1.0,2020-03-19,0.0,,0.0,Whiteside,,
,9.0,2020-03-19,0.0,,0.0,Will,,
,1.0,2020-03-19,1.0,,0.0,Williamson,,
,1.0,2020-03-19,0.0,,0.0,Winnebago,,
,2.0,2020-03-19,0.0,,0.0,Woodford,,
,0.0,2020-03-19,0.0,,0.0,Clark,,
,0.0,2020-03-19,0.0,,0.0,Perry,,
,0.0,2020-03-19,0.0,,0.0,Schuyler,,
,0.0,2020-03-19,0.0,,0.0,Lee,,
,4.0,2020-03-19,0.0,,0.0,Sangamon,,
,3.0,2020-03-19,0.0,,0.0,St. Clair,,
,0.0,2020-03-19,0.0,,0.0,Logan,,
,0.0,2020-03-19,0.0,,0.0,McDonough,,
,6.0,2020-03-19,0.0,,0.0,McHenry,,
,0.0,2020-03-19,0.0,,0.0,McLean,,
,0.0,2020-03-19,0.0,,0.0,Macon,,
,0.0,2020-03-19,0.0,,0.0,Macoupin,,
,1.0,2020-03-19,0.0,,0.0,Madison,,
,0.0,2020-03-19,0.0,,0.0,Marion,,
,0.0,2020-03-19,0.0,,0.0,Marshall,,
,0.0,2020-03-19,0.0,,0.0,Mason,,
,0.0,2020-03-19,0.0,,0.0,Massac,,
,0.0,2020-03-19,0.0,,0.0,Menard,,
,0.0,2020-03-19,0.0,,0.0,Mercer,,
,0.0,2020-03-19,0.0,,0.0,Monroe,,
,0.0,2020-03-19,0.0,,0.0,Montgomery,,
,0.0,2020-03-19,0.0,,0.0,Morgan,,
,0.0,2020-03-19,0.0,,0.0,Moultrie,,
,3.0,2020-03-19,0.0,,0.0,Peoria,,
,0.0,2020-03-19,0.0,,0.0,Rock Island,,
,0.0,2020-03-19,0.0,,0.0,Saline,,
,0.0,2020-03-19,0.0,,0.0,Christian,,
,0.0,2020-03-19,0.0,,0.0,Cass,,
,0.0,2020-03-19,0.0,,0.0,Pike,,
,1.0,2020-03-19,0.0,,0.0,Champaign,,
,,2020-03-19,,,,Region: Northeast,0.0597,
,,2020-03-19,,,,Region: North Central,0.0105,
,,2020-03-19,,,,Region: Central,0.0313,
,,2020-03-19,,,,Region: Southern,0.0189,
,422.0,2020-03-19,3.0,,0.0,Illinois,,
,0.0,2020-03-19,0.0,,0.0,Chicago,,
,0.0,2020-03-19,0.0,,0.0,Suburban Cook,,
,0.0,2020-03-19,0.0,,0.0,Piatt,,
,0.0,2020-03-19,0.0,,0.0,Alexander,,
,0.0,2020-03-19,0.0,,0.0,Adams,,
,0.0,2020-03-19,0.0,,0.0,Calhoun,,
,0.0,2020-03-19,0.0,,0.0,Bureau,,
,0.0,2020-03-19,0.0,,0.0,Brown,,
,0.0,2020-03-19,0.0,,0.0,Boone,,
,0.0,2020-03-19,0.0,,0.0,Carroll,,
,0.0,2020-03-19,0.0,,0.0,Bond,,
,0.0,2020-03-20,0.0,,0.0,Johnson,,
,0.0,2020-03-20,0.0,,0.0,Fayette,,
,0.0,2020-03-20,0.0,,0.0,Ford,,
,0.0,2020-03-20,0.0,,0.0,Franklin,,
,0.0,2020-03-20,0.0,,0.0,Fulton,,
,0.0,2020-03-20,0.0,,0.0,Gallatin,,
,0.0,2020-03-20,0.0,,0.0,Greene,,
,53.0,2020-03-20,0.0,,0.0,Lake,,
,0.0,2020-03-20,0.0,,0.0,Knox,,
,2.0,2020-03-20,0.0,,0.0,Kendall,,
,1.0,2020-03-20,0.0,,0.0,Kankakee,,
,0.0,2020-03-20,0.0,,0.0,Grundy,,
,0.0,2020-03-20,0.0,,0.0,Hamilton,,
,0.0,2020-03-20,0.0,,0.0,Hancock,,
,0.0,2020-03-20,0.0,,0.0,Effingham,,
,0.0,2020-03-20,0.0,,0.0,Henderson,,
,0.0,2020-03-20,0.0,,0.0,Henry,,
,0.0,2020-03-20,0.0,,0.0,Iroquois,,
,1.0,2020-03-20,0.0,,0.0,Jackson,,
,0.0,2020-03-20,0.0,,0.0,Jasper,,
,0.0,2020-03-20,0.0,,0.0,Jefferson,,
,0.0,2020-03-20,0.0,,0.0,Jersey,,
,0.0,2020-03-20,0.0,,0.0,Jo Daviess,,
,8.0,2020-03-20,0.0,,0.0,Kane,,
,0.0,2020-03-20,0.0,,0.0,Hardin,,
,0.0,2020-03-20,0.0,,0.0,Douglas,,
,57.0,2020-03-20,0.0,,0.0,DuPage,,
,585.0,2020-03-20,5.0,,4286.0,Illinois,,
,0.0,2020-03-20,0.0,,0.0,Chicago,,
,0.0,2020-03-20,0.0,,0.0,Suburban Cook,,
,1.0,2020-03-20,0.0,,0.0,Adams,,
,0.0,2020-03-20,0.0,,0.0,Alexander,,
,0.0,2020-03-20,0.0,,0.0,Bond,,
,0.0,2020-03-20,0.0,,0.0,Boone,,
,0.0,2020-03-20,0.0,,0.0,Brown,,
,0.0,2020-03-20,0.0,,0.0,Bureau,,
,0.0,2020-03-20,0.0,,0.0,Calhoun,,
,0.0,2020-03-20,0.0,,0.0,Carroll,,
,0.0,2020-03-20,0.0,,0.0,Cass,,
,1.0,2020-03-20,0.0,,0.0,Champaign,,
,1.0,2020-03-20,0.0,,0.0,Christian,,
,0.0,2020-03-20,0.0,,0.0,Clark,,
,0.0,2020-03-20,0.0,,0.0,Clay,,
,3.0,2020-03-20,0.0,,0.0,Clinton,,
,0.0,2020-03-20,0.0,,0.0,Coles,,
,411.0,2020-03-20,3.0,,0.0,Cook,,
,0.0,2020-03-20,0.0,,0.0,Crawford,,
,1.0,2020-03-20,0.0,,0.0,Cumberland,,
,0.0,2020-03-20,0.0,,0.0,De Witt,,
,1.0,2020-03-20,0.0,,0.0,LaSalle,,
,0.0,2020-03-20,0.0,,0.0,Edgar,,
,0.0,2020-03-20,0.0,,0.0,Lawrence,,
,0.0,2020-03-20,0.0,,0.0,DeKalb,,
,0.0,2020-03-20,0.0,,0.0,Livingston,,
,3.0,2020-03-20,0.0,,0.0,St. Clair,,
,0.0,2020-03-20,0.0,,0.0,Saline,,
,4.0,2020-03-20,1.0,,0.0,Sangamon,,
,0.0,2020-03-20,0.0,,0.0,Schuyler,,
,0.0,2020-03-20,0.0,,0.0,Scott,,
,,2020-03-20,,,,Region: Northeast,0.0895,
,,2020-03-20,,,,Region: North Central,0.0595,
,0.0,2020-03-20,0.0,,0.0,Shelby,,
,0.0,2020-03-20,0.0,,0.0,Stark,,
,0.0,2020-03-20,0.0,,0.0,Stephenson,,
,0.0,2020-03-20,0.0,,0.0,Tazewell,,
,0.0,2020-03-20,0.0,,0.0,Rock Island,,
,0.0,2020-03-20,0.0,,0.0,Union,,
,0.0,2020-03-20,0.0,,0.0,Wabash,,
,0.0,2020-03-20,0.0,,0.0,Warren,,
,1.0,2020-03-20,0.0,,0.0,Washington,,
,0.0,2020-03-20,0.0,,0.0,Wayne,,
,0.0,2020-03-20,0.0,,0.0,White,,
,1.0,2020-03-20,0.0,,0.0,Whiteside,,
,10.0,2020-03-20,1.0,,0.0,Will,,
,1.0,2020-03-20,1.0,,0.0,Williamson,,
,2.0,2020-03-20,0.0,,0.0,Winnebago,,
,2.0,2020-03-20,0.0,,0.0,Woodford,,
,0.0,2020-03-20,0.0,,0.0,Lee,,
,0.0,2020-03-20,0.0,,0.0,Vermilion,,
,0.0,2020-03-20,0.0,,0.0,Richland,,
,0.0,2020-03-20,0.0,,0.0,Edwards,,
,0.0,2020-03-20,0.0,,0.0,Putnam,,
,0.0,2020-03-20,0.0,,0.0,Logan,,
,0.0,2020-03-20,0.0,,0.0,Randolph,,
,0.0,2020-03-20,0.0,,0.0,McDonough,,
,8.0,2020-03-20,0.0,,0.0,McHenry,,
,4.0,2020-03-20,0.0,,0.0,McLean,,
,0.0,2020-03-20,0.0,,0.0,Macon,,
,1.0,2020-03-20,0.0,,0.0,Madison,,
,0.0,2020-03-20,0.0,,0.0,Marion,,
,0.0,2020-03-20,0.0,,0.0,Marshall,,
,0.0,2020-03-20,0.0,,0.0,Mason,,
,0.0,2020-03-20,0.0,,0.0,Massac,,
,0.0,2020-03-20,0.0,,0.0,Menard,,
,0.0,2020-03-20,0.0,,0.0,Macoupin,,
,0.0,2020-03-20,0.0,,0.0,Monroe,,
,0.0,2020-03-20,0.0,,0.0,Pulaski,,
,0.0,2020-03-20,0.0,,0.0,Mercer,,
,0.0,2020-03-20,0.0,,0.0,Pike,,
,0.0,2020-03-20,0.0,,0.0,Piatt,,
,0.0,2020-03-20,0.0,,0.0,Pope,,
,3.0,2020-03-20,0.0,,0.0,Peoria,,
,0.0,2020-03-20,0.0,,0.0,Perry,,
,0.0,2020-03-20,0.0,,0.0,Ogle,,
,0.0,2020-03-20,0.0,,0.0,Moultrie,,
,0.0,2020-03-20,0.0,,0.0,Morgan,,
,0.0,2020-03-20,0.0,,0.0,Montgomery,,
,0.0,2020-03-21,0.0,,0.0,Lee,,
,0.0,2020-03-21,0.0,,0.0,Logan,,
,0.0,2020-03-21,0.0,,0.0,McDonough,,
,0.0,2020-03-21,0.0,,0.0,Livingston,,
,11.0,2020-03-21,0.0,,0.0,McHenry,,
,0.0,2020-03-21,0.0,,0.0,Marion,,
,0.0,2020-03-21,0.0,,0.0,Macon,,
,0.0,2020-03-21,0.0,,0.0,Macoupin,,
,2.0,2020-03-21,0.0,,0.0,Madison,,
,0.0,2020-03-21,0.0,,0.0,Marshall,,
,0.0,2020-03-21,0.0,,0.0,Mason,,
,0.0,2020-03-21,0.0,,0.0,Lawrence,,
,0.0,2020-03-21,0.0,,0.0,Massac,,
,6.0,2020-03-21,0.0,,0.0,McLean,,
,1.0,2020-03-21,0.0,,0.0,LaSalle,,
,0.0,2020-03-21,0.0,,0.0,Iroquois,,
,0.0,2020-03-21,0.0,,0.0,Knox,,
,0.0,2020-03-21,0.0,,0.0,Hamilton,,
,0.0,2020-03-21,0.0,,0.0,Hancock,,
,0.0,2020-03-21,0.0,,0.0,Hardin,,
,0.0,2020-03-21,0.0,,0.0,Henderson,,
,0.0,2020-03-21,0.0,,0.0,Henry,,
,0.0,2020-03-21,0.0,,0.0,Menard,,
,1.0,2020-03-21,0.0,,0.0,Jackson,,
,0.0,2020-03-21,0.0,,0.0,Jasper,,
,0.0,2020-03-21,0.0,,0.0,Jefferson,,
,0.0,2020-03-21,0.0,,0.0,Jersey,,
,0.0,2020-03-21,0.0,,0.0,Jo Daviess,,
,0.0,2020-03-21,0.0,,0.0,Johnson,,
,8.0,2020-03-21,0.0,,0.0,Kane,,
,2.0,2020-03-21,0.0,,0.0,Kankakee,,
,2.0,2020-03-21,0.0,,0.0,Kendall,,
,63.0,2020-03-21,0.0,,0.0,Lake,,
,0.0,2020-03-21,0.0,,0.0,Mercer,,
,0.0,2020-03-21,0.0,,0.0,Randolph,,
,0.0,2020-03-21,0.0,,0.0,Montgomery,,
,0.0,2020-03-21,0.0,,0.0,Stephenson,,
,0.0,2020-03-21,0.0,,0.0,Tazewell,,
,0.0,2020-03-21,0.0,,0.0,Union,,
,0.0,2020-03-21,0.0,,0.0,Vermilion,,
,0.0,2020-03-21,0.0,,0.0,Warren,,
,1.0,2020-03-21,0.0,,0.0,Washington,,
,0.0,2020-03-21,0.0,,0.0,Stark,,
,0.0,2020-03-21,0.0,,0.0,Wayne,,
,1.0,2020-03-21,0.0,,0.0,Whiteside,,
,12.0,2020-03-21,1.0,,0.0,Will,,
,1.0,2020-03-21,0.0,,0.0,Williamson,,
,4.0,2020-03-21,0.0,,0.0,Winnebago,,
,2.0,2020-03-21,0.0,,0.0,Woodford,,
